Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1670258417.500,6.7,8.2,0.0,94,24,66,74,21,61
1670258421.910,6.5,8.2,0.0,66,18,66,28,11,60
1670258422.507,6.5,8.2,0.0,62,16,64,95,27,59
1670258426.913,6.5,8.2,0.0,100,27,64,95,23,59
1670258427.514,6.5,8.2,0.0,26,10,65,7,1,60
1670258431.919,6.7,8.2,0.0,23,5,64,57,7,59
1670258432.518,6.7,8.2,0.0,95,24,66,73,18,60
1670258436.923,6.6,8.2,0.0,63,17,66,44,15,61
1670258437.522,6.6,8.2,0.0,63,18,64,94,27,59
1670258441.927,6.5,8.2,0.0,97,26,65,98,24,59
1670258442.527,6.6,8.2,0.0,68,20,65,4,1,60
1670258446.933,6.6,8.2,0.0,13,2,65,48,10,60
1670258447.531,6.6,8.2,0.0,94,23,65,88,17,59
1670258451.938,6.5,8.2,0.0,94,27,65,100,26,60
1670258452.545,6.5,8.2,0.0,94,24,65,94,25,59
1670258456.942,6.5,8.2,0.0,90,25,65,99,26,60
1670258457.548,6.5,8.2,0.0,56,13,65,84,25,59
1670258461.945,6.7,8.2,0.0,21,9,66,75,22,60
1670258462.552,6.7,8.2,0.0,52,15,66,62,16,61
1670258466.949,6.7,8.2,0.0,31,12,66,73,19,60
1670258467.558,6.6,8.2,0.0,89,25,64,50,14,59
1670258471.953,6.5,8.2,0.0,88,25,65,80,24,60
1670258472.562,6.5,8.2,0.0,54,15,66,51,11,60
1670258476.957,6.6,8.2,0.0,44,12,66,26,10,60
1670258477.566,6.6,8.2,0.0,83,22,66,61,16,61
1670258481.961,6.5,8.2,0.0,64,17,66,99,26,61
1670258482.569,6.5,8.2,0.0,62,15,64,84,25,59
1670258486.966,6.5,8.2,0.0,85,23,64,8,1,59
1670258487.573,6.5,8.2,0.0,46,14,65,25,10,60
1670258491.970,6.7,8.2,0.0,23,10,65,2,0,60
1670258492.577,6.7,8.2,0.0,99,28,65,100,25,60
1670258496.974,6.6,8.2,0.0,100,26,65,93,23,60
1670258497.583,6.6,8.2,0.0,9,4,66,17,2,61
1670258501.977,6.5,8.2,0.0,23,5,65,45,11,61
1670258502.589,6.5,8.2,0.0,95,25,66,78,20,61
1670258506.982,6.6,8.2,0.0,87,25,65,100,28,60
1670258507.592,6.6,8.2,0.0,52,15,65,75,20,59
1670258511.985,6.5,8.2,0.0,82,23,65,99,27,59
1670258512.597,6.5,8.2,0.0,52,8,66,25,10,60
1670258516.990,6.6,8.2,0.0,25,10,66,94,24,60
1670258517.601,6.5,8.2,0.0,58,16,66,37,13,61
1670258521.994,6.7,8.2,0.0,100,26,67,94,22,61
1670258522.604,6.7,8.2,0.0,86,25,64,4,1,59
1670258526.998,6.6,8.2,0.0,33,9,64,30,6,59
1670258527.611,6.6,8.2,0.0,5,2,66,7,3,60
1670258532.002,6.5,8.2,0.0,45,11,66,4,2,61
1670258532.615,6.5,8.2,0.0,83,21,67,100,26,61
1670258537.006,6.7,8.2,0.0,90,24,66,96,23,61
1670258537.622,6.6,8.2,0.0,24,5,64,97,27,59
1670258542.009,6.5,8.2,0.0,5,2,66,22,3,60
1670258542.626,6.5,8.2,0.0,28,11,65,13,6,61
1670258547.014,6.5,8.2,0.0,10,4,66,82,21,61
1670258547.630,6.5,8.2,0.0,99,26,65,96,23,59
1670258552.018,6.7,8.2,0.0,94,22,65,70,19,60
1670258552.633,6.7,8.2,0.0,19,2,66,43,12,60
1670258557.024,6.8,8.2,0.0,54,16,67,96,23,60
1670258557.638,6.9,8.2,0.0,83,22,65,99,27,60
1670258562.027,6.6,8.2,0.0,52,15,66,28,11,61
1670258562.641,6.5,8.2,0.0,74,22,65,98,26,59
1670258567.031,6.7,8.2,0.0,99,27,65,100,26,59
1670258567.645,6.6,8.2,0.0,26,10,65,9,4,60
1670258572.035,6.5,8.2,0.0,5,2,65,21,5,60
1670258572.649,6.5,8.2,0.0,99,25,66,94,23,61
1670258577.039,6.5,8.2,0.0,95,24,66,85,22,60
1670258577.654,6.5,8.2,0.0,15,2,65,39,7,60
1670258582.043,6.6,8.2,0.0,61,16,64,83,25,59
1670258582.658,6.7,8.2,0.0,34,9,65,33,12,59
1670258587.048,6.6,8.2,0.0,29,11,65,9,4,60
1670258587.662,6.6,8.2,0.0,65,17,66,98,27,60
1670258592.052,6.5,8.2,0.0,36,13,66,95,23,60
1670258592.668,6.5,8.2,0.0,86,25,64,97,27,58
1670258597.058,6.6,8.2,0.0,100,28,64,89,25,59
1670258597.673,6.6,8.2,0.0,15,7,65,42,13,59
1670258602.062,6.5,8.2,0.0,7,1,65,35,12,60
1670258602.686,6.5,8.2,0.0,99,26,65,84,25,59
1670258607.071,6.5,8.2,0.0,99,27,65,99,27,60
1670258607.693,6.5,8.2,0.0,62,18,65,70,19,60
1670258612.074,6.7,8.2,0.0,82,24,65,4,0,59
1670258612.698,6.7,8.2,0.0,45,14,66,27,11,60
1670258617.078,6.6,8.2,0.0,92,21,65,93,25,59
1670258617.702,6.6,8.2,0.0,100,27,64,98,24,59
1670258622.082,6.5,8.2,0.0,94,23,65,71,20,59
1670258622.708,6.6,8.2,0.0,17,2,65,40,11,60
1670258627.087,6.6,8.2,0.0,46,10,65,67,20,59
1670258627.712,6.6,8.2,0.0,85,23,66,62,17,60
1670258632.091,6.5,8.2,0.0,58,16,66,36,12,61
1670258632.715,6.5,8.2,0.0,63,18,64,84,25,59
1670258637.095,6.5,8.2,0.0,99,27,64,99,26,59
1670258637.723,6.5,8.2,0.0,23,10,65,7,3,60
1670258642.100,6.8,8.2,0.0,11,1,66,32,8,61
1670258642.727,6.8,8.2,0.0,96,23,66,94,24,61
1670258647.104,6.6,8.2,0.0,95,24,66,86,22,61
1670258647.731,6.6,8.2,0.0,15,3,64,35,9,59
1670258652.111,6.5,8.2,0.0,48,12,64,66,19,59
1670258652.736,6.6,8.2,0.0,78,23,65,97,26,60
1670258657.116,6.7,8.2,0.0,57,16,65,41,13,60
1670258657.746,6.6,8.2,0.0,92,24,65,82,21,59
1670258662.120,6.5,8.2,0.0,100,27,65,71,18,60
1670258662.753,6.5,8.2,0.0,67,18,65,49,14,60
1670258667.124,6.6,8.2,0.0,100,26,64,46,13,59
1670258667.758,6.5,8.2,0.0,34,9,64,82,23,59
1670258672.129,6.7,8.2,0.0,26,10,65,43,14,60
1670258672.762,6.7,8.2,0.0,91,25,65,80,24,60
1670258677.133,6.6,8.2,0.0,87,25,65,100,27,60
1670258677.766,6.6,8.2,0.0,54,13,65,75,22,60
1670258682.139,6.5,8.2,0.0,78,23,65,0,0,59
1670258682.770,6.6,8.2,0.0,53,16,66,30,12,61
1670258687.143,6.6,8.2,0.0,27,11,66,95,24,61
1670258687.774,6.6,8.2,0.0,100,27,64,98,26,59
1670258692.147,6.5,8.2,0.0,98,27,65,96,23,59
1670258692.779,6.5,8.2,0.0,11,5,65,9,1,61
1670258697.152,6.5,8.2,0.0,33,9,66,42,14,61
1670258697.783,6.5,8.2,0.0,95,24,65,80,23,59
1670258702.161,6.8,8.2,0.0,82,22,65,99,27,61
1670258702.789,6.8,8.2,0.0,46,12,64,67,20,59
1670258707.166,6.6,8.2,0.0,82,24,65,99,27,60
1670258707.794,6.6,8.2,0.0,49,15,65,28,11,60
1670258712.176,6.5,8.2,0.0,28,11,66,14,6,60
1670258712.799,6.6,8.2,0.0,95,26,65,99,27,60
1670258717.187,6.6,8.2,0.0,99,28,65,97,24,60
1670258717.804,6.6,8.2,0.0,21,9,66,0,0,61
1670258722.191,6.5,8.2,0.0,75,19,66,100,26,60
1670258722.808,6.5,8.2,0.0,16,7,66,87,23,61
1670258727.196,6.5,8.2,0.0,92,26,66,77,20,60
1670258727.816,6.5,8.2,0.0,98,24,65,95,23,60
1670258732.200,6.7,8.2,0.0,74,21,65,97,24,60
1670258732.824,6.7,8.2,0.0,43,7,66,9,4,61
1670258737.205,6.6,8.2,0.0,64,19,66,27,5,59
1670258737.828,6.6,8.2,0.0,70,18,66,94,24,61
1670258742.210,6.5,8.2,0.0,85,22,66,81,21,61
1670258742.833,6.6,8.2,0.0,99,25,65,43,12,59
1670258747.220,6.7,8.2,0.0,68,18,65,81,24,60
1670258747.838,6.6,8.2,0.0,35,6,66,49,14,60
1670258752.224,6.5,8.2,0.0,31,12,66,23,10,61
1670258752.850,6.5,8.2,0.0,69,18,67,55,15,61
1670258757.228,6.5,8.2,0.0,100,27,67,99,25,61
1670258757.856,6.5,8.2,0.0,74,21,65,87,25,59
1670258762.233,6.7,8.2,0.0,100,27,65,23,5,60
1670258762.860,6.7,8.2,0.0,23,10,66,7,3,60
1670258767.237,6.6,8.2,0.0,66,18,65,79,23,60
1670258767.872,6.6,8.2,0.0,97,24,65,96,24,60
1670258772.241,6.5,8.2,0.0,95,25,65,85,22,60
1670258772.876,6.5,8.2,0.0,23,5,65,38,9,60
1670258777.244,6.7,8.2,0.0,56,16,64,69,20,59
1670258777.881,6.6,8.2,0.0,66,17,66,52,15,60
1670258782.248,6.5,8.2,0.0,36,13,65,28,11,60
1670258782.888,6.5,8.2,0.0,85,25,65,98,27,59
1670258787.252,6.5,8.2,0.0,100,27,65,98,24,60
1670258787.892,6.5,8.2,0.0,18,8,66,6,3,60
1670258792.258,6.7,8.2,0.0,10,2,66,18,2,60
1670258792.896,6.7,8.2,0.0,96,23,66,93,23,61
1670258797.263,6.6,8.2,0.0,95,26,66,24,10,61
1670258797.900,6.6,8.2,0.0,29,7,64,94,26,59
1670258802.266,6.5,8.2,0.0,50,14,64,91,26,59
1670258802.915,6.6,8.2,0.0,78,21,65,28,11,60
1670258807.270,6.6,8.2,0.0,21,4,66,3,1,61
1670258807.919,6.6,8.2,0.0,97,26,66,96,23,61
1670258812.274,6.5,8.2,0.0,95,25,66,93,24,61
1670258812.923,6.5,8.2,0.0,19,2,64,25,6,59
1670258817.277,6.5,8.2,0.0,47,13,64,53,13,59
1670258817.928,6.5,8.2,0.0,19,3,65,72,18,60
1670258822.283,6.6,8.2,0.0,51,15,65,46,14,60
1670258822.932,6.6,8.2,0.0,91,24,65,74,22,60
1670258827.287,6.6,8.2,0.0,99,27,66,100,26,61
1670258827.938,6.6,8.2,0.0,77,22,64,81,24,59
1670258832.294,6.5,8.2,0.0,100,27,65,99,27,59
1670258832.943,6.6,8.2,0.0,24,10,65,23,10,60
1670258837.299,6.7,8.2,0.0,60,17,65,63,17,59
1670258837.955,6.6,8.2,0.0,100,26,65,98,25,60
1670258842.303,6.5,8.2,0.0,94,23,65,95,24,60
1670258842.960,6.5,8.2,0.0,22,5,66,26,2,61
1670258847.308,6.5,8.2,0.0,53,14,64,57,17,59
1670258847.964,6.5,8.2,0.0,76,19,66,70,18,61
1670258852.312,6.7,8.2,0.0,51,15,66,46,14,60
1670258852.971,6.7,8.2,0.0,76,22,65,81,23,59
1670258857.320,6.9,8.2,0.0,100,27,65,99,27,60
1670258857.982,6.9,8.2,0.0,100,25,65,97,24,60
1670258862.324,6.5,8.2,0.0,5,2,66,23,10,61
1670258862.986,6.5,8.2,0.0,100,26,66,94,26,60
1670258867.328,6.7,8.2,0.0,95,24,66,78,20,61
1670258867.990,6.7,8.2,0.0,11,1,65,44,10,60
1670258872.331,6.5,8.2,0.0,99,27,65,59,17,59
1670258872.995,6.5,8.2,0.0,100,26,65,90,26,60
1670258877.335,6.5,8.2,0.0,39,13,65,37,13,60
1670258878.003,6.5,8.2,0.0,85,25,65,88,23,60
1670258882.339,6.7,8.2,0.0,100,27,66,99,25,61
1670258883.017,6.7,8.2,0.0,13,6,66,11,5,61
1670258887.346,6.6,8.2,0.0,20,4,66,25,5,61
1670258888.021,6.6,8.2,0.0,94,23,66,94,25,61
1670258892.350,6.5,8.2,0.0,75,20,66,67,18,60
1670258893.024,6.6,8.2,0.0,47,13,65,54,15,60
1670258897.354,6.7,8.2,0.0,77,23,66,84,23,60
1670258898.027,6.6,8.2,0.0,47,14,66,46,15,61
1670258902.358,6.5,8.2,0.0,74,20,65,80,23,60
1670258903.031,6.5,8.2,0.0,56,16,67,47,14,61
1670258907.363,6.5,8.2,0.0,36,12,66,31,12,61
1670258908.038,6.5,8.2,0.0,83,25,65,91,26,59
1670258912.369,6.7,8.2,0.0,100,28,65,99,25,60
1670258913.042,6.7,8.2,0.0,10,5,66,7,3,60
1670258917.378,6.6,8.2,0.0,22,2,66,30,8,61
1670258918.046,6.6,8.2,0.0,94,23,66,95,25,60
1670258922.385,6.5,8.2,0.0,76,22,65,82,25,60
1670258923.052,6.6,8.2,0.0,40,9,65,47,13,59
1670258927.389,6.6,8.2,0.0,69,20,65,64,19,60
1670258928.057,6.6,8.2,0.0,58,16,66,65,17,61
1670258932.394,6.5,8.2,0.0,45,14,65,7,2,60
1670258933.062,6.5,8.2,0.0,80,21,65,99,26,60
1670258937.398,6.5,8.2,0.0,10,5,66,36,9,61
1670258938.070,6.5,8.2,0.0,39,14,66,3,0,61
1670258942.405,6.7,8.2,0.0,55,15,65,39,10,61
1670258943.079,6.7,8.2,0.0,77,20,67,86,22,62
1670258947.409,6.6,8.2,0.0,58,16,66,59,16,60
1670258948.083,6.6,8.2,0.0,66,19,65,64,19,60
1670258952.412,6.5,8.2,0.0,97,27,65,96,27,60
1670258953.088,6.5,8.2,0.0,29,11,66,31,12,60
1670258957.416,6.6,8.2,0.0,28,11,66,29,11,61
1670258958.098,6.5,8.2,0.0,93,26,65,91,26,60
1670258962.427,6.5,8.2,0.0,8,2,64,20,7,60
1670258963.110,6.5,8.2,0.0,20,7,64,30,10,59
1670258967.434,6.5,8.2,0.0,5,2,64,7,3,59
1670258968.114,6.5,8.2,0.0,25,9,65,28,10,60
1670258972.440,6.7,8.2,0.0,13,4,64,28,10,59
1670258973.119,6.7,8.2,0.0,5,1,63,28,10,59
1670258977.447,6.6,8.2,0.0,4,1,63,0,0,58
1670258978.124,6.6,8.2,0.0,26,10,65,29,11,60
1670258982.452,6.5,8.2,0.0,93,24,64,94,24,59
1670258983.129,6.5,8.2,0.0,99,26,64,100,27,59
1670258987.456,6.6,8.2,0.0,95,24,64,93,22,59
1670258988.134,6.6,8.2,0.0,20,2,65,16,3,59
1670258992.462,6.5,8.2,0.0,43,10,65,35,9,60
1670258993.138,6.5,8.2,0.0,90,24,65,93,24,59
1670258997.467,6.5,8.2,0.0,69,18,66,95,23,61
1670258998.142,6.5,8.2,0.0,40,13,65,94,26,60
1670259002.472,6.7,8.2,0.0,78,22,64,98,27,59
1670259003.146,6.7,8.2,0.0,100,27,64,34,9,59
1670259007.484,6.6,8.2,0.0,58,16,65,8,4,60
1670259008.151,6.6,8.2,0.0,58,15,64,98,26,59
1670259012.488,6.5,8.2,0.0,94,26,65,93,23,60
1670259013.161,6.6,8.2,0.0,59,16,66,74,19,60
1670259017.494,6.7,8.2,0.0,61,16,65,47,13,59
1670259018.165,6.7,8.2,0.0,69,18,66,85,22,61
1670259022.499,6.5,8.2,0.0,58,16,66,68,18,60
1670259023.170,6.5,8.2,0.0,64,19,64,51,14,59
1670259027.505,6.5,8.2,0.0,88,26,64,76,22,59
1670259028.178,6.5,8.2,0.0,40,13,65,52,15,60
1670259032.514,6.6,8.2,0.0,22,10,66,29,11,60
1670259033.182,6.7,8.2,0.0,99,28,65,98,27,59
1670259037.518,6.6,8.2,0.0,95,22,66,100,26,61
1670259038.187,6.5,8.2,0.0,2,0,65,15,7,60
1670259042.521,6.5,8.2,0.0,24,4,64,10,1,59
1670259043.192,6.5,8.2,0.0,95,25,66,93,22,61
1670259047.526,6.6,8.2,0.0,79,21,66,89,23,61
1670259048.197,6.6,8.2,0.0,48,12,64,32,9,59
1670259052.531,6.5,8.2,0.0,71,19,65,55,15,59
1670259053.213,6.5,8.2,0.0,57,16,65,25,6,60
1670259057.536,6.5,8.2,0.0,53,15,66,36,9,61
1670259058.217,6.5,8.2,0.0,76,23,65,93,24,60
1670259062.540,6.7,8.2,0.0,53,15,66,85,22,61
1670259063.227,6.7,8.2,0.0,29,11,66,29,7,60
1670259067.547,6.6,8.2,0.0,98,27,65,100,27,59
1670259068.231,6.6,8.2,0.0,30,11,66,94,22,61
1670259072.551,6.5,8.2,0.0,27,11,65,3,2,60
1670259073.238,6.5,8.2,0.0,94,24,66,93,25,60
1670259077.554,6.7,8.2,0.0,76,19,65,95,24,60
1670259078.242,6.6,8.2,0.0,56,16,65,20,2,60
1670259082.559,6.5,8.2,0.0,61,16,66,40,11,61
1670259083.246,6.5,8.2,0.0,88,25,65,92,24,60
1670259087.563,6.5,8.2,0.0,55,16,66,75,19,61
1670259088.253,6.5,8.2,0.0,68,19,65,46,13,60
1670259092.569,6.7,8.2,0.0,92,25,65,70,20,59
1670259093.257,6.7,8.2,0.0,35,13,66,53,15,61
1670259097.573,6.6,8.2,0.0,23,10,66,41,13,60
1670259098.263,6.6,8.2,0.0,100,27,65,78,23,59
1670259102.577,6.5,8.2,0.0,99,26,65,98,26,60
1670259103.277,6.6,8.2,0.0,12,5,65,28,11,60
1670259107.584,6.7,8.2,0.0,13,1,66,16,7,61
1670259108.287,6.7,8.2,0.0,96,24,65,99,27,60
1670259112.588,6.5,8.2,0.0,95,25,66,99,24,61
1670259113.291,6.5,8.2,0.0,18,3,65,10,4,60
1670259117.595,6.6,8.2,0.0,32,8,65,9,1,59
1670259118.301,6.5,8.2,0.0,95,26,65,94,22,60
1670259122.599,6.7,8.2,0.0,64,17,66,11,2,60
1670259123.305,6.7,8.2,0.0,57,16,65,34,9,60
1670259127.602,6.6,8.2,0.0,84,25,65,94,24,60
1670259128.310,6.6,8.2,0.0,47,14,66,18,3,60
1670259132.607,6.5,8.2,0.0,63,18,66,14,6,61
1670259133.314,6.6,8.2,0.0,87,25,65,99,27,60
1670259137.611,6.6,8.2,0.0,60,16,67,54,15,61
1670259138.321,6.6,8.2,0.0,59,15,66,67,20,61
1670259142.616,6.5,8.2,0.0,39,8,65,86,25,59
1670259143.325,6.5,8.2,0.0,95,25,67,41,13,61
1670259147.620,6.5,8.2,0.0,5,1,66,23,10,60
1670259148.328,6.5,8.2,0.0,29,6,65,99,27,59
1670259152.624,6.7,8.2,0.0,94,24,66,99,26,60
1670259153.337,6.7,8.2,0.0,28,5,66,4,1,60
1670259157.630,6.9,8.2,0.0,48,13,66,25,6,60
1670259158.341,6.9,8.2,0.0,78,23,66,93,24,60
1670259162.635,6.5,8.2,0.0,55,16,66,77,19,61
1670259163.349,6.6,8.2,0.0,69,20,65,45,11,59
1670259167.640,6.7,8.2,0.0,97,27,65,73,22,60
1670259168.353,6.6,8.2,0.0,30,12,66,54,16,61
1670259172.645,6.5,8.2,0.0,15,7,66,38,13,61
1670259173.357,6.5,8.2,0.0,100,28,65,87,25,60
1670259177.657,6.5,8.2,0.0,99,25,66,99,27,60
1670259178.362,6.5,8.2,0.0,4,2,66,25,10,60
1670259182.663,6.7,8.2,0.0,28,5,65,3,0,59
1670259183.366,6.7,8.2,0.0,94,24,67,100,25,61
1670259187.668,6.6,8.2,0.0,77,19,66,8,4,60
1670259188.372,6.6,8.2,0.0,44,12,64,19,4,59
1670259192.684,6.5,8.2,0.0,71,21,64,93,22,59
1670259193.377,6.5,8.2,0.0,56,16,65,12,2,60
1670259197.692,6.6,8.2,0.0,25,10,65,21,2,60
1670259198.385,6.6,8.2,0.0,5,1,65,42,12,60
1670259202.696,6.5,8.2,0.0,25,10,66,26,10,60
1670259203.392,6.5,8.2,0.0,0,0,64,5,2,60
1670259207.702,6.5,8.2,0.0,99,27,64,100,25,59
1670259208.396,6.5,8.2,0.0,29,11,65,93,24,60
1670259212.707,6.7,8.2,0.0,42,13,65,74,20,60
1670259213.405,6.7,8.2,0.0,78,23,64,54,14,59
1670259217.711,6.6,8.2,0.0,59,17,65,79,20,61
1670259218.409,6.6,8.2,0.0,25,10,65,43,12,60
1670259222.715,6.5,8.2,0.0,93,27,64,68,19,59
1670259223.413,6.5,8.2,0.0,32,12,66,56,16,61
1670259227.720,6.7,8.2,0.0,10,1,65,20,9,60
1670259228.417,6.6,8.2,0.0,65,18,66,85,22,61
1670259232.732,6.5,8.2,0.0,95,25,65,98,24,60
1670259233.431,6.5,8.2,0.0,84,25,64,40,13,60
1670259237.739,6.5,8.2,0.0,45,12,64,17,2,59
1670259238.440,6.5,8.2,0.0,87,23,65,93,22,60
1670259242.743,6.7,8.2,0.0,98,26,64,71,21,59
1670259243.446,6.7,8.2,0.0,61,18,66,34,7,60
1670259247.749,6.6,8.2,0.0,100,26,64,79,23,59
1670259248.453,6.5,8.2,0.0,23,10,65,45,14,60
1670259252.753,6.5,8.2,0.0,3,0,65,24,10,60
1670259253.457,6.6,8.2,0.0,99,25,65,99,28,59
1670259257.757,6.6,8.2,0.0,95,25,66,98,24,61
1670259258.461,6.6,8.2,0.0,16,3,66,13,6,61
1670259262.763,6.5,8.2,0.0,51,14,64,99,28,59
1670259263.468,6.5,8.2,0.0,73,18,66,25,10,61
1670259267.766,6.5,8.2,0.0,95,27,65,99,27,60
1670259268.472,6.5,8.2,0.0,60,17,64,61,17,59
1670259272.781,6.6,8.2,0.0,74,21,65,83,25,60
1670259273.477,6.7,8.2,0.0,63,17,65,46,14,60
1670259277.785,6.6,8.2,0.0,24,5,66,21,9,61
1670259278.481,6.6,8.2,0.0,95,24,66,99,27,61
1670259282.790,6.5,8.2,0.0,91,24,66,28,11,61
1670259283.484,6.6,8.2,0.0,32,6,65,0,0,60
1670259287.795,6.7,8.2,0.0,61,17,65,98,25,59
1670259288.488,6.6,8.2,0.0,67,18,65,93,24,61
1670259292.800,6.5,8.2,0.0,54,15,65,21,5,61
1670259293.492,6.5,8.2,0.0,83,25,65,94,24,59
1670259297.804,6.5,8.2,0.0,43,14,66,71,18,61
1670259298.499,6.5,8.2,0.0,14,6,65,50,14,60
1670259302.809,6.7,8.2,0.0,100,27,65,86,25,59
1670259303.503,6.7,8.2,0.0,11,5,66,38,13,60
1670259307.814,6.6,8.2,0.0,24,2,66,14,6,60
1670259308.506,6.6,8.2,0.0,51,15,65,100,28,60
1670259312.818,6.5,8.2,0.0,74,19,66,93,24,61
1670259313.511,6.5,8.2,0.0,50,14,65,17,3,60
1670259317.823,6.6,8.2,0.0,75,22,64,42,12,59
1670259318.516,6.6,8.2,0.0,49,15,66,85,22,61
1670259322.827,6.5,8.2,0.0,28,11,65,59,16,60
1670259323.521,6.5,8.2,0.0,92,26,64,58,17,59
1670259327.831,6.5,8.2,0.0,100,28,65,70,21,60
1670259328.526,6.5,8.2,0.0,20,9,66,58,16,60
1670259332.837,6.7,8.2,0.0,2,1,66,24,6,61
1670259333.529,6.7,8.2,0.0,100,26,65,93,22,60
1670259337.842,6.6,8.2,0.0,95,24,66,93,22,61
